Sentence,Sentiment
scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,0
"it s finger-friendly , and to my opinion , really fast .",0
the board of directors has proposed the extraordinary general meeting to authorise the board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,0
down to eur5 .9 m h1 09 3 august 2009 - finnish media group ilkka-yhtyma oyj hel ilk2s said today its net profit fell 45 % on the year to eur5 .9 m in the first half of 2009 .,-1
"according to sweden s minister for local government and financial markets , mats odell , the decision to sell the state s shares in telecom group teliasonera can only be carried out in cooperation with the state of finland .",0
"mobile phone shipments jumped 26 percent to almost 112 million units , while finnish company s global market share rose to 39 percent from 36 percent .",1
"according to mark white , locatrix communications ceo , the company s web services interface allows device owners , friends , and family to track and locate twig users via any web browser .",0
spy could the pride of social media be gettin ready to fall fb - chart rolling over,-1
"according to viking line s managing director , nils-erik eklund , the company s board of directors is very satisfied with viking line s performance .",1
"megafon s subscriber base increased 16.1 % in 2009 to 50.5 million users as of december 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to teliasonera estimates .",1
finnair believes the strike will cause it daily net losses in excess of eur 2mn due to canceled reservations and passenger re-routing .,-1
"adp news - feb 11 , 2009 - finnish wood products technology supplier raute oyj hel rutav said today its net profit decreased to eur 4.7 million usd 6.1 m for 2008 from eur 6.6 million for 2007 .",-1
"the contract covers turnkey deliveries to all five airports operated by the authority -- john f kennedy , laguardia , newark , teterboro and stewart international .",0
a total of 140 jobs will be reduced at the raahe steel works .,0
"in a release on oct. 28 , peab said the two businesses will continue to be conducted under the brands cliffton and stockholm entreprenad , both part of the peab group .",0
23 april 2010 - finnish construction and engineering company outotec oyj hel ote1v said today it slipped to a net loss of eur7 .3 m in the first quarter of 2010 from a net profit of eur12 .5 m in the corresponding period last year .,0
"repair and maintenance business accounted for net sales of eur 645.3 mn , up from eur 563.6 mn .",1
"stora enso , norske skog , m-real , upm-kymmene credit suisse first boston cfsb raised the fair value for shares in four of the largest nordic forestry groups .",1
valmet automotive reports net sales of eur 85mn and operating profit of eur 8mn .,0
"profit for the period was eur 9.8 mn , up from eur 6.0 mn in 2004 .",1
"in sweden , there is an oversupply of pharmacies .",-1
the firm builds components for mobile phones and other communications products .,0
"capacity will ease at its seikku sawmill in pori and alholma sawmill in pietarsaari and result in 60 people being laid off for around six weeks starting mid-may , it said .",-1
"exel s board of directors will propose a dividend of 0.2 euro 0.3 per share for 2006 at the annual general meeting on april 19 , 2007 .",0
"he announced a solutions unit to speed co-operation in august , and shifted simonson from finance chief to low-end phones in october .",0
the authorization is in force for a period of 18 months from the resolution by the general meeting .,0
"revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",0
"in sweden , there is an oversupply of pharmacies .",0
rolls-royce to ensure compliance after petrobras bribery report,0
japan s nikkei lands financial times in 1.3 billion deal,1
"the manager is critical of politicians failure to differentiate between beleaguered european financial institutions and skandinavian banks , which sailed through the crisis without issues .",0
the plant would use palm oil certified by the roundtable on sustainable palm oil rspo .,0
all depends on financing .,0
finnish publishing and printing group ilkka-yhtym will introduced a staff smoking ban as of the beginning of 2007 at the company s three newspapers .,0
these savings will have full impact as of the beginning of 2007 .,0
the ship unloader is totally enclosed along the entire conveying line to the storage facilities .,0
"entire paper mills may be set up , especially in the new eu member states .",0
rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,1
"both operating profit and net sales for the six-month period increased , respectively from eur7 .5 m and eur655 .5 m , as compared to the corresponding period in 2005 .",1
"jukka hienonen , the current finnair ceo , will step down at the end of january 2010 .",0
price talk is in the euribor plus 2 bps area and the sole lead is citigroup .,0
the properties were purchased from swedish private equity real estate firm niam and goldman sachs whitehall street real estate funds .,0
sunrise resources operates in russian near-shore development markets through its wholly-owned russian subsidiary and has 80 % of its personnel in russia .,0
